,userId,movieId,rating,split_index
374,3,4148,3.5,0
4343,25,592,3.0,0
8380,64,54286,3.5,0
3153,18,2918,4.0,0
8906,70,1393,4.0,0
6418,46,1270,4.5,0
9195,72,551,3.0,0
200,2,4886,5.0,0
9804,72,3546,4.0,0
2506,13,1200,4.0,0
6629,48,780,5.0,0
102,2,1196,5.0,0
443,3,5782,4.0,0
5787,41,2527,3.0,0
6434,46,1918,2.5,0
2585,13,3681,4.5,0
8373,64,6377,4.0,0
7095,57,5452,4.0,0
758,3,88125,3.5,0
263,3,293,5.0,0
4975,32,344,3.0,0
7472,59,1206,3.0,0
5135,36,329,4.0,0
3597,19,109633,4.5,0
9636,72,2565,4.0,0
6562,47,260,4.0,0
2036,12,2065,3.0,0
8940,70,2739,3.5,0
1492,9,419,4.0,0
1171,5,218,3.0,0
2823,13,73870,1.0,0
658,3,60074,4.0,0
4405,27,1101,5.0,0
7344,58,2300,5.0,0
6537,47,1,2.0,0
3993,23,1125,5.0,0
1480,9,350,5.0,0
9473,72,1914,4.0,0
9997,75,783,3.0,0
570,3,35836,3.0,0
19,1,2692,5.0,0
2072,12,2369,2.5,0
4020,23,1242,5.0,0
2319,12,6218,4.0,0
3046,18,357,3.5,0
4466,28,1240,5.0,0
3349,19,5952,5.0,0
4281,25,186,3.0,0
8817,69,47491,5.0,0
8840,70,153,2.0,0
9980,75,508,3.5,0
4785,31,3824,2.0,0
1139,4,176371,4.5,0
9343,72,1270,5.0,0
731,3,81537,3.0,0
7355,58,3468,5.0,0
7417,59,552,3.5,0
4054,23,1500,4.0,0
3119,18,1682,3.5,0
4424,27,2194,2.0,0
6496,46,5385,3.0,0
1427,8,1391,4.0,0
6612,48,25,5.0,0
2309,12,5785,2.0,0
5728,41,1610,5.0,0
4698,31,1939,3.0,0
3385,19,7458,3.0,0
6950,57,586,3.5,0
7555,59,2421,2.5,0
6594,47,728,4.0,0
7835,61,497,3.0,0
3668,20,539,3.0,0
9645,72,2617,3.0,0
9818,72,3686,3.0,0
8771,69,3863,3.0,0
4334,25,508,3.0,0
420,3,5254,3.0,0
6643,49,367,3.0,0
6501,46,6093,4.5,0
9092,72,111,3.0,0
2550,13,2501,4.5,0
4155,23,2369,3.0,0
4338,25,535,5.0,0
744,3,85020,3.0,0
5587,40,1378,4.0,0
3674,20,1097,5.0,0
2246,12,4027,4.0,0
5396,38,6365,2.5,0
6022,43,2012,3.5,0
7738,59,8879,4.0,0
2159,12,3082,3.0,0
9756,72,3264,4.0,0
8790,69,5669,4.5,0
9835,72,3798,4.0,0
6382,46,356,4.5,0
1319,8,62,4.0,0
327,3,3301,4.0,0
2479,13,441,4.5,0
1358,8,454,5.0,0
7589,59,3418,4.5,0
1168,5,170,4.0,0
6860,55,3461,4.5,0
3980,23,1079,5.0,0
2381,12,33817,3.5,0
850,3,115569,4.0,0
6599,47,780,3.0,0
7580,59,3204,2.5,0
9681,72,2819,3.0,0
5166,36,593,4.0,0
9561,72,2253,3.0,0
9597,72,2392,2.0,0
5271,37,122882,5.0,0
7028,57,2918,4.0,0
9107,72,194,4.0,0
4134,23,2240,4.0,0
3370,19,6713,4.5,0
2176,12,3261,3.0,0
337,3,3646,2.0,0
4647,31,1172,3.0,0
3469,19,51255,5.0,0
4328,25,440,4.0,0
4019,23,1240,2.0,0
9537,72,2135,3.0,0
4042,23,1357,5.0,0
6428,46,1653,4.5,0
6621,48,216,5.0,0
453,3,5952,4.0,0
9397,72,1517,3.0,0
1267,6,1196,5.0,0
8492,66,3791,4.5,0
6952,57,588,3.5,0
1380,8,733,4.0,0
9695,72,2903,1.0,0
8012,61,2436,4.0,0
7791,60,2985,4.0,0
1087,4,103384,2.0,0
7346,58,2313,4.5,0
7055,57,3949,4.5,0
8147,62,3252,4.5,0
5428,38,8907,2.5,0
5365,38,5171,2.0,0
6040,43,2321,4.0,0
9919,74,153,2.0,0
6963,57,880,3.0,0
8282,62,54503,3.5,0
4399,27,969,4.0,0
2805,13,69526,1.0,0
1015,4,54286,3.5,0
4252,24,3623,4.0,0
1796,12,433,1.5,0
2271,12,4559,1.5,0
4127,23,2146,3.0,0
5850,42,1961,1.0,0
2473,13,344,4.0,0
1919,12,1223,4.0,0
3320,19,4368,1.0,0
8679,68,91529,4.5,0
3906,23,318,5.0,0
2223,12,3794,2.0,0
1759,12,235,4.0,0
7228,57,54272,3.5,0
4675,31,1391,2.0,0
6640,49,344,4.0,0
3175,18,4993,5.0,0
1743,12,145,2.5,0
273,3,741,5.0,0
5210,37,47,4.5,0
2254,12,4104,1.0,0
3927,23,466,4.0,0
7575,59,3082,3.0,0
6457,46,3039,4.0,0
9558,72,2248,5.0,0
8112,62,296,4.5,0
8482,66,2683,3.0,0
6046,43,2427,3.0,0
3028,18,141,4.0,0
336,3,3578,4.5,0
8901,70,1270,3.5,0
2584,13,3671,4.5,0
4918,31,48326,1.5,0
5925,43,741,3.5,0
8815,69,44555,5.0,0
3809,21,82461,3.0,0
5384,38,5944,2.5,0
2542,13,2141,3.5,0
7513,59,1507,4.5,0
679,3,65514,4.0,0
5999,43,1617,3.5,0
901,3,168612,4.0,0
9730,72,3130,2.0,0
4639,31,969,3.5,0
3859,22,434,4.0,0
3838,21,134853,5.0,0
8709,69,480,4.5,0
9550,72,2169,2.0,0
3447,19,41566,2.5,0
8908,70,1500,4.0,0
5683,41,940,4.0,0
1043,4,79695,2.0,0
5359,38,4963,3.0,0
4813,31,4462,1.0,0
1437,8,1552,5.0,0
5060,35,539,3.5,0
6146,43,5459,2.5,0
9929,74,349,1.0,0
6934,57,216,4.0,0
1408,8,1203,4.0,0
1109,4,115713,5.0,0
9205,72,592,5.0,0
7642,59,4787,3.5,0
1415,8,1240,2.0,0
9599,72,2398,2.0,0
7855,61,720,5.0,0
1801,12,450,3.0,0
783,3,96079,3.5,0
6035,43,2174,3.0,0
1674,10,3863,4.0,0
8464,66,785,2.5,0
1516,9,590,4.0,0
2349,12,8368,4.0,0
5071,35,4022,4.0,0
9230,72,785,1.0,0
6726,50,30707,4.5,0
1816,12,518,2.0,0
7337,58,1944,5.0,0
4259,24,58559,4.5,0
531,3,8865,4.0,0
945,4,2951,3.5,0
212,2,5952,5.0,0
8564,67,1030,1.0,0
4430,27,2797,5.0,0
4893,31,8968,2.5,0
3579,19,103624,4.0,0
3560,19,96610,2.5,0
809,3,103772,3.5,0
5519,38,97921,3.0,0
7898,61,1198,5.0,0
5863,43,21,3.5,0
6782,52,63082,5.0,0
8600,67,2089,4.0,0
3669,20,589,4.5,0
9934,74,480,3.0,0
25,1,4308,3.0,0
7201,57,44788,4.5,0
5902,43,474,3.5,0
1798,12,440,4.0,0
3923,23,452,4.0,0
1930,12,1258,5.0,0
438,3,5528,3.5,0
3138,18,2571,5.0,0
6520,46,8039,5.0,0
1808,12,489,1.5,0
7880,61,1018,4.0,0
2283,12,4979,4.5,0
2968,16,1704,4.5,0
1865,12,911,5.0,0
8170,62,5418,4.0,0
7230,57,54503,4.0,0
5915,43,590,4.5,0
8473,66,1777,3.0,0
5290,38,1193,4.0,0
1842,12,648,2.0,0
2769,13,59126,4.5,0
157,2,2470,5.0,0
6138,43,5010,3.0,0
7244,57,56715,3.5,0
3240,19,1206,4.5,0
606,3,48774,4.0,0
9809,72,3578,4.0,0
6906,56,1917,0.5,0
8060,61,3155,5.0,0
9402,72,1552,2.0,0
2755,13,55232,3.0,0
5002,33,593,3.5,0
481,3,6541,3.5,0
4161,23,2396,5.0,0
5055,35,317,4.0,0
3902,23,266,3.0,0
3920,23,431,5.0,0
5023,34,376,3.0,0
9465,72,1876,4.0,0
1819,12,527,5.0,0
3045,18,356,3.0,0
8355,64,356,5.0,0
5409,38,7090,2.5,0
6985,57,1639,4.0,0
2781,13,61024,4.0,0
1123,4,139644,5.0,0
6261,43,47610,3.0,0
1605,9,1302,3.0,0
5918,43,595,3.5,0
7833,61,480,5.0,0
6625,48,608,3.0,0
737,3,82202,3.0,0
7376,58,54997,4.0,0
5580,40,1221,4.5,0
9061,71,86911,3.0,0
6463,46,3135,3.5,0
8935,70,2628,1.0,0
8708,69,454,1.5,0
2710,13,34405,5.0,0
4576,31,141,3.5,0
814,3,105213,3.0,0
3113,18,1584,3.0,0
5883,43,293,4.0,0
150,2,2268,4.5,0
7629,59,4327,3.0,0
960,4,4816,4.0,0
5429,38,8961,3.5,0
1895,12,1120,3.0,0
3922,23,441,4.0,0
7974,61,2018,4.0,0
8001,61,2306,3.0,0
4244,24,2167,4.0,0
9502,72,2011,4.0,0
6364,45,780,3.0,0
4160,23,2395,5.0,0
5996,43,1580,4.0,0
5130,36,270,3.0,0
6871,55,5475,5.0,0
8387,64,79091,3.0,0
3278,19,2394,2.5,0
7212,57,47423,5.0,0
7394,59,235,3.5,0
2999,17,77561,4.0,0
1165,5,147,5.0,0
5875,43,165,3.5,0
2438,12,69481,4.0,0
6824,54,1246,3.0,0
2316,12,6016,4.0,0
7666,59,5128,1.5,0
7161,57,27706,4.0,0
5671,41,555,3.0,0
6732,50,68157,4.5,0
37,1,6016,5.0,0
7505,59,1356,3.5,0
8668,68,7438,4.0,0
9019,70,56367,4.5,0
2135,12,2881,2.0,0
5036,34,1876,3.0,0
9399,72,1541,2.0,0
3456,19,45722,2.0,0
7356,58,3928,5.0,0
7744,60,1131,4.0,0
4096,23,1923,4.0,0
1787,12,367,2.0,0
5398,38,6502,3.5,0
6322,44,96737,4.0,0
2041,12,2084,1.0,0
2983,16,26662,3.5,0
7919,61,1376,5.0,0
4103,23,1959,5.0,0
5111,36,110,5.0,0
9359,72,1327,3.0,0
2922,15,1527,4.0,0
9689,72,2870,4.0,0
9968,75,367,3.5,0
1200,5,441,4.0,0
6847,55,670,5.0,0
3845,22,165,5.0,0
1677,10,4361,3.0,0
6713,50,4369,3.0,0
6909,56,2628,4.5,0
5389,38,6016,4.5,0
8657,68,4993,3.5,0
8037,61,2719,3.0,0
4997,33,110,4.0,0
7163,57,27801,3.5,0
6795,53,1265,5.0,0
5503,38,79132,4.5,0
1502,9,466,2.0,0
8898,70,1252,3.5,0
5941,43,1089,5.0,0
254,3,1,4.0,0
9082,72,69,1.0,0
8484,66,2915,4.0,0
7742,60,541,4.0,0
7443,59,930,3.5,0
7507,59,1376,2.5,0
4324,25,428,5.0,0
8638,67,3489,2.0,0
5897,43,380,3.5,0
8700,69,327,4.5,0
5446,38,39292,4.5,0
9033,71,318,5.0,0
2460,13,141,4.5,0
2558,13,2716,4.5,0
4396,27,933,4.0,0
379,3,4246,3.0,0
1363,8,494,3.0,0
1250,5,1380,4.0,0
7456,59,1094,3.0,0
6781,52,56367,4.5,0
1153,5,19,4.0,0
7500,59,1320,3.0,0
9639,72,2572,5.0,0
7891,61,1080,3.0,0
6155,43,5816,2.5,0
349,3,3827,2.5,0
6052,43,2640,3.0,0
5682,41,886,3.0,0
6181,43,6979,3.5,0
6285,44,60684,5.0,0
4076,23,1721,4.0,0
2694,13,30810,4.5,0
9112,72,222,3.0,0
292,3,1214,4.0,0
2706,13,34111,4.0,0
7979,61,2060,3.0,0
8422,65,122920,4.5,0
896,3,159093,3.5,0
5011,33,2571,4.0,0
5415,38,7361,4.0,0
4290,25,235,4.0,0
6111,43,3994,4.5,0
3304,19,3793,2.0,0
4247,24,2490,4.0,0
1953,12,1387,4.0,0
6658,50,31,4.5,0
3324,19,4643,2.5,0
6365,45,781,4.0,0
1993,12,1654,2.5,0
4873,31,7173,1.5,0
8333,63,80549,3.5,0
4340,25,588,4.0,0
3006,17,102125,5.0,0
881,3,136020,3.5,0
5056,35,337,4.0,0
3553,19,93748,4.0,0
6120,43,4105,3.5,0
290,3,1210,4.0,0
8459,66,593,3.0,0
4364,26,780,3.5,0
9110,72,203,4.0,0
3269,19,2010,5.0,0
1470,9,168,5.0,0
8405,65,7153,5.0,0
1034,4,74530,0.5,0
8311,63,356,3.0,0
5969,43,1259,3.5,0
2972,16,2324,5.0,0
8078,61,3399,4.0,0
1471,9,225,5.0,0
1686,10,8810,3.5,0
6716,50,5481,3.5,0
1293,7,308,4.0,0
7415,59,543,3.0,0
6050,43,2617,3.5,0
1045,4,81229,3.0,0
7809,61,125,3.0,0
7868,61,919,5.0,0
3726,20,6561,4.0,0
2779,13,60684,3.5,0
3133,18,2268,4.5,0
3779,21,33794,5.0,0
8732,69,1291,5.0,0
6368,45,800,5.0,0
2448,12,74677,3.5,0
5251,37,60069,4.5,0
29,1,4973,4.5,0
6407,46,1193,3.0,0
8751,69,2478,3.0,0
1099,4,111360,1.5,0
4935,31,54503,1.0,0
391,3,4388,3.0,0
980,4,7143,3.5,0
788,3,97225,3.5,0
8454,66,500,1.5,0
8996,70,8368,2.5,0
5142,36,362,3.0,0
1724,12,25,3.0,0
4638,31,965,3.5,0
2469,13,277,3.0,0
4799,31,4085,2.0,0
4526,29,72641,3.5,0
3078,18,924,3.0,0
6565,47,272,3.0,0
6252,43,46322,3.5,0
8187,62,7143,4.0,0
7685,59,6170,3.0,0
6498,46,5418,3.5,0
5949,43,1196,5.0,0
396,3,4701,3.0,0
8120,62,858,5.0,0
6829,54,2028,2.5,0
1324,8,110,5.0,0
1159,5,88,4.0,0
9570,72,2289,4.0,0
926,4,1214,2.5,0
2819,13,72489,2.5,0
9177,72,500,2.0,0
9642,72,2605,2.0,0
2403,12,46578,4.0,0
8603,67,2096,3.0,0
2400,12,44694,3.5,0
875,3,134130,4.0,0
9540,72,2140,4.0,0
8503,66,4718,4.0,0
6308,44,87232,5.0,0
2273,12,4616,4.0,0
5698,41,1220,4.0,0
2420,12,55276,4.0,0
1533,9,934,4.0,0
5858,43,1,4.0,0
8769,69,3638,2.0,0
5782,41,2457,3.0,0
5032,34,1327,4.0,0
131,2,1653,4.5,0
9178,72,505,3.0,0
6287,44,67197,4.0,0
8142,62,2571,4.5,0
6974,57,1278,4.0,0
8856,70,480,3.5,0
636,3,56145,3.0,0
6553,47,156,3.0,0
26,1,4325,5.0,0
1401,8,1092,5.0,0
7286,58,800,3.5,0
4026,23,1257,4.0,0
3177,18,5349,4.0,0
5513,38,91630,3.5,0
3432,19,31878,4.0,0
3990,23,1104,4.0,0
677,3,64839,3.5,0
950,4,3114,3.0,0
6589,47,608,5.0,0
5435,38,30812,3.5,0
5812,41,2840,4.0,0
9987,75,589,5.0,0
2021,12,1961,4.0,0
5275,38,105,4.5,0
8659,68,5952,3.5,0
2461,13,150,4.5,0
217,2,6287,2.0,0
8671,68,44191,3.5,0
8077,61,3398,4.0,0
8930,70,2231,4.0,0
5482,38,59615,3.0,0
125,2,1488,5.0,0
713,3,73321,4.0,0
3325,19,4701,2.0,0
298,3,1270,3.5,0
2425,12,56788,3.5,0
5876,43,185,2.5,0
9438,72,1694,5.0,0
2300,12,5464,3.5,0
2270,12,4529,4.5,0
2318,12,6104,4.0,0
9226,72,736,5.0,0
6060,43,2739,3.5,0
5953,43,1200,4.0,0
9619,72,2474,3.0,0
2685,13,8914,3.5,0
2365,12,25777,4.0,0
4832,31,5404,3.0,0
9345,72,1272,4.0,0
8388,64,79132,4.5,0
6569,47,326,3.0,0
8598,67,2085,2.0,0
4567,31,32,2.0,0
5171,36,609,2.0,0
5052,35,19,2.0,0
3167,18,3996,4.0,0
2128,12,2804,3.0,0
7001,57,2012,4.5,0
5198,36,1304,5.0,0
9711,72,3006,3.0,0
5497,38,69481,3.0,0
5164,36,588,4.0,0
7586,59,3296,3.0,0
8601,67,2090,4.0,0
3203,19,2,3.5,0
1589,9,1225,3.0,0
5356,38,4776,4.0,0
9026,70,71264,2.5,0
9957,75,292,3.5,0
6079,43,3052,3.5,0
1184,5,296,4.0,0
4764,31,3253,3.0,0
6560,47,247,4.0,0
3430,19,31658,5.0,0
2119,12,2746,3.0,0
3787,21,55908,5.0,0
9073,72,24,4.0,0
5965,43,1240,3.5,0
6869,55,4995,4.0,0
3048,18,367,3.0,0
7755,60,1299,5.0,0
1425,8,1370,4.0,0
4278,25,161,2.0,0
3527,19,83525,3.5,0
541,3,27660,4.0,0
4373,26,2382,2.5,0
1441,8,1597,4.0,0
5416,38,7373,3.0,0
3839,21,135133,2.5,0
6683,50,1784,5.0,0
1789,12,374,1.0,0
8177,62,5995,4.0,0
3165,18,3793,4.0,0
5140,36,356,4.0,0
7262,57,62511,4.5,0
1322,8,103,2.0,0
7571,59,2959,4.0,0
1948,12,1361,3.0,0
96,2,858,3.5,0
4452,28,541,5.0,0
6656,49,595,5.0,0
7361,58,5060,4.0,0
497,3,7090,4.0,0
1496,9,435,3.0,0
7120,57,6615,1.0,0
1681,10,6383,2.0,0
7656,59,4993,4.0,0
4269,25,52,5.0,0
7573,59,3039,3.0,0
7005,57,2300,4.0,0
5645,41,110,4.0,0
6159,43,6078,3.5,0
